file_name,codex,gender,main,quality,seated
044-a-01.png,codex_nuttall,male,yes,a,yes
044-a-02.png,codex_nuttall,male,yes,a,yes
044-a-03.png,codex_nuttall,female,yes,a,yes
044-a-04.png,codex_nuttall,male,yes,a,yes
044-a-05.png,codex_nuttall,male,yes,a,yes
044-a-06.png,codex_nuttall,female,yes,a,yes
044-a-07.png,codex_nuttall,male,yes,a,no
044-a-08.png,codex_nuttall,male,yes,a,no
044-a-09.png,codex_nuttall,male,yes,a,no
044-a-a.png,codex_nuttall,male,yes,a,yes
045-a-01.png,codex_nuttall,male,yes,a,yes
045-a-02.png,codex_nuttall,male,yes,a,yes
045-a-03.png,codex_nuttall,male,yes,a,no
045-a-04.png,codex_nuttall,male,no,a,yes
045-a-05.png,codex_nuttall,male,yes,a,no
045-a-06.png,codex_nuttall,male,yes,a,no
045-a-07.png,codex_nuttall,male,yes,a,no
046-a-01.png,codex_nuttall,male,yes,a,no
047-a-01.png,codex_nuttall,male,yes,a,no
047-a-02.png,codex_nuttall,male,yes,a,no
047-a-03.png,codex_nuttall,male,yes,a,no
047-a-04.png,codex_nuttall,male,yes,a,no
047-a-05.png,codex_nuttall,male,yes,a,no
047-a-06.png,codex_nuttall,male,yes,a,no
047-a-07.png,codex_nuttall,female,yes,a,yes
049-a-04.png,codex_nuttall,male,yes,a,no
050-a-01.png,codex_nuttall,male,yes,a,no
050-a-02.png,codex_nuttall,male,yes,a,no
050-a-03.png,codex_nuttall,male,yes,a,no
050-a-04.png,codex_nuttall,male,yes,a,yes
050-a-05.png,codex_nuttall,male,yes,a,yes
051-a-01.png,codex_nuttall,female,yes,a,yes
051-a-02.png,codex_nuttall,male,yes,a,no
051-a-03.png,codex_nuttall,male,yes,a,no
051-a-04.png,codex_nuttall,male,yes,a,yes
052-a-01.png,codex_nuttall,male,yes,a,yes
052-a-02.png,codex_nuttall,male,yes,a,no
052-a-03.png,codex_nuttall,male,yes,a,no
052-a-04.png,codex_nuttall,male,yes,a,no
052-a-05.png,codex_nuttall,male,yes,a,yes
052-a-06.png,codex_nuttall,male,yes,a,no
052-a-07.png,codex_nuttall,male,yes,a,yes
052-a-08.png,codex_nuttall,male,yes,a,yes
053-a-01.png,codex_nuttall,male,yes,a,yes
053-a-02.png,codex_nuttall,male,yes,a,yes
053-a-03.png,codex_nuttall,male,yes,a,no
054-a-01.png,codex_nuttall,male,yes,a,yes
054-a-02.png,codex_nuttall,male,yes,a,yes
054-a-03.png,codex_nuttall,male,yes,a,yes
054-a-04.png,codex_nuttall,male,yes,a,yes
054-a-05.png,codex_nuttall,male,yes,a,yes
054-a-06.png,codex_nuttall,male,yes,a,yes
054-a-07.png,codex_nuttall,male,yes,a,yes
054-a-08.png,codex_nuttall,male,yes,a,yes
054-a-09.png,codex_nuttall,male,yes,a,yes
054-a-10.png,codex_nuttall,male,yes,a,yes
055-a-01.png,codex_nuttall,male,yes,a,yes
055-a-02.png,codex_nuttall,male,yes,a,yes
055-a-03.png,codex_nuttall,male,yes,a,yes
055-a-04.png,codex_nuttall,male,yes,a,yes
055-a-05.png,codex_nuttall,male,yes,a,yes
055-a-06.png,codex_nuttall,male,yes,a,yes
055-a-07.png,codex_nuttall,male,yes,a,yes
056-a-01.png,codex_nuttall,male,yes,a,yes
056-a-02.png,codex_nuttall,male,yes,a,yes
056-a-03.png,codex_nuttall,male,yes,a,yes
056-a-04.png,codex_nuttall,male,yes,a,yes
056-a-05.png,codex_nuttall,male,yes,a,yes
056-a-06.png,codex_nuttall,male,yes,a,yes
056-a-07.png,codex_nuttall,male,yes,a,yes
057-a-01.png,codex_nuttall,male,yes,a,yes
057-a-02.png,codex_nuttall,male,yes,a,yes
057-a-03.png,codex_nuttall,male,yes,a,yes
057-a-04.png,codex_nuttall,male,yes,a,yes
057-a-05.png,codex_nuttall,male,yes,a,yes
057-a-06.png,codex_nuttall,male,yes,a,yes
057-a-07.png,codex_nuttall,male,yes,a,yes
058-a-01.png,codex_nuttall,male,yes,a,yes
058-a-02.png,codex_nuttall,male,yes,a,yes
058-a-03.png,codex_nuttall,male,yes,a,yes
058-a-04.png,codex_nuttall,male,yes,a,yes
058-a-05.png,codex_nuttall,male,yes,a,yes
058-a-06.png,codex_nuttall,male,yes,a,yes
059-a-01.png,codex_nuttall,male,yes,a,yes
059-a-02.png,codex_nuttall,male,yes,a,yes
059-a-03.png,codex_nuttall,male,yes,a,yes
059-a-04.png,codex_nuttall,male,yes,a,yes
059-a-05.png,codex_nuttall,male,yes,a,yes
059-a-06.png,codex_nuttall,male,yes,a,yes
059-a-07.png,codex_nuttall,male,yes,a,yes
059-a-08.png,codex_nuttall,male,yes,a,yes
060-a-01.png,codex_nuttall,male,yes,a,yes
060-a-02.png,codex_nuttall,male,yes,a,yes
060-a-03.png,codex_nuttall,male,yes,a,yes
060-a-04.png,codex_nuttall,male,yes,a,yes
060-a-05.png,codex_nuttall,male,yes,a,yes
060-a-06.png,codex_nuttall,male,yes,a,yes
