file_name,codex,gender,main,quality,seated
001-a-01.png,codex_vindobonensis,male,yes,a,yes
001-a-03.png,codex_vindobonensis,female,yes,a,no
001-a-04.png,codex_vindobonensis,male,yes,a,no
001-a-05.png,codex_vindobonensis,male,no,a,no
001-a-06.png,codex_vindobonensis,female,yes,a,no
001-a-08.png,codex_vindobonensis,female,yes,a,no
001-c-02.png,codex_vindobonensis,male,yes,a,no
001-c-07.png,codex_vindobonensis,female,yes,b,no
002-a-06.png,codex_vindobonensis,male,yes,a,no
002-b-02.png,codex_vindobonensis,male,yes,b,no
002-b-03.png,codex_vindobonensis,male,yes,b,no
002-b-05.png,codex_vindobonensis,female,yes,a,no
002-c-01.png,codex_vindobonensis,male,yes,b,no
002-c-04.png,codex_vindobonensis,male,yes,a,no
002-c-07.png,codex_vindobonensis,male,yes,b,no
003-a-01.png,codex_vindobonensis,female,yes,a,yes
003-a-05.png,codex_vindobonensis,male,yes,a,no
003-a-06.png,codex_vindobonensis,female,yes,a,no
003-c-02.png,codex_vindobonensis,female,yes,b,no
003-c-04.png,codex_vindobonensis,male,yes,b,no
004-b-05.png,codex_vindobonensis,female,yes,a,no
004-c-01.png,codex_vindobonensis,male,yes,b,no
004-c-02.png,codex_vindobonensis,male,yes,b,no
004-c-03.png,codex_vindobonensis,male,yes,b,no
004-c-04.png,codex_vindobonensis,male,yes,b,no
004-c-06.png,codex_vindobonensis,male,yes,a,no
005-a-03.png,codex_vindobonensis,male,yes,a,no
005-a-05.png,codex_vindobonensis,male,yes,a,no
005-b-01.png,codex_vindobonensis,male,yes,b,no
005-b-02.png,codex_vindobonensis,male,yes,a,no
005-c-04.png,codex_vindobonensis,male,yes,b,no
006-a-02.png,codex_vindobonensis,male,no,a,yes
006-a-03.png,codex_vindobonensis,male,no,a,yes
006-a-06.png,codex_vindobonensis,male,no,a,yes
006-a-09.png,codex_vindobonensis,male,no,a,yes
006-b-04.png,codex_vindobonensis,male,no,b,yes
006-b-05.png,codex_vindobonensis,male,no,b,yes
006-b-07.png,codex_vindobonensis,male,no,b,yes
006-b-08.png,codex_vindobonensis,male,no,b,yes
006-c-01.png,codex_vindobonensis,male,yes,b,no
007-a-01.png,codex_vindobonensis,female,yes,a,yes
007-a-03.png,codex_vindobonensis,male,no,a,yes
007-a-04.png,codex_vindobonensis,female,yes,a,no
008-a-02.png,codex_vindobonensis,male,no,a,yes
008-a-03.png,codex_vindobonensis,male,yes,a,yes
008-b-01.png,codex_vindobonensis,male,no,b,no
009-a-02.png,codex_vindobonensis,female,no,a,yes
009-a-03.png,codex_vindobonensis,male,yes,a,no
009-a-04.png,codex_vindobonensis,female,yes,a,yes
009-c-01.png,codex_vindobonensis,male,yes,b,no
010-a-07.png,codex_vindobonensis,male,yes,a,no
010-b-03.png,codex_vindobonensis,male,yes,a,no
010-c-01.png,codex_vindobonensis,male,no,b,yes
010-c-02.png,codex_vindobonensis,male,yes,b,no
010-c-04.png,codex_vindobonensis,male,yes,b,no
010-c-05.png,codex_vindobonensis,male,yes,b,no
010-c-06.png,codex_vindobonensis,male,yes,b,no
010-c-08.png,codex_vindobonensis,male,yes,b,no
010-c-09.png,codex_vindobonensis,male,yes,b,no
010-c-10.png,codex_vindobonensis,male,yes,b,no
010-c-11.png,codex_vindobonensis,male,yes,b,no
011-a-03.png,codex_vindobonensis,female,yes,b,no
011-a-04.png,codex_vindobonensis,male,yes,a,no
011-a-05.png,codex_vindobonensis,female,yes,a,no
011-a-06.png,codex_vindobonensis,male,yes,a,no
011-a-08.png,codex_vindobonensis,male,yes,a,no
011-a-10.png,codex_vindobonensis,male,yes,a,no
011-a-11.png,codex_vindobonensis,male,yes,a,yes
011-b-02.png,codex_vindobonensis,male,no,a,yes
011-b-07.png,codex_vindobonensis,male,yes,a,no
011-c-01.png,codex_vindobonensis,male,no,a,no
011-c-09.png,codex_vindobonensis,male,no,a,no
012-a-01.png,codex_vindobonensis,male,no,a,yes
012-a-02.png,codex_vindobonensis,male,no,a,yes
012-a-05.png,codex_vindobonensis,female,yes,a,no
012-a-06.png,codex_vindobonensis,female,yes,a,no
012-b-03.png,codex_vindobonensis,male,yes,a,no
012-b-04.png,codex_vindobonensis,male,yes,b,yes
013-a-01.png,codex_vindobonensis,male,no,a,yes
013-a-02.png,codex_vindobonensis,female,yes,a,no
013-a-03.png,codex_vindobonensis,male,yes,a,no
013-a-04.png,codex_vindobonensis,male,yes,a,no
013-a-06.png,codex_vindobonensis,male,yes,a,no
013-a-07.png,codex_vindobonensis,male,yes,a,no
013-a-10.png,codex_vindobonensis,male,yes,a,no
